Country,Type,Parent,Capacity (GW)
World,Bioenergy,Drax Group PLC,2.58
World,Bioenergy,Suzano SA,1.6085
World,Bioenergy,Ørsted A/S,1.402
World,Bioenergy,natural person(s),1.3382051488511488
World,Bioenergy,International Paper Co,1.3088
World,Bioenergy,Raizen SA,1.2485
World,Bioenergy,Stora Enso Oyj,1.0702653636363637
World,Bioenergy,Chongqing Sanfeng Environment Group Corp Ltd,0.9256
World,Bioenergy,UPM-Kymmene Oyj,0.8875773636363636
World,Bioenergy,Paper Excellence BV,0.88
World,Bioenergy,Kaidi Ecological and Environmental Technology Co Ltd,0.84
World,Bioenergy,KKR & Co. Inc,0.8045583333333334
World,Bioenergy,Korea Electric Power Corp,0.7851099999999999
World,Bioenergy,Klabin SA,0.785
World,Bioenergy,Empresas Copec SA,0.749688
World,Bioenergy,State Power Investment Corp Ltd,0.7346541458541459
World,Bioenergy,Energetický a průmyslový holding AS,0.6635
World,Bioenergy,Nine Dragons Global Investments Ltd,0.6426000000000001
World,Bioenergy,Dynagreen Environmental Protection Group Co Ltd,0.639
World,Bioenergy,Westrock Co,0.612
World,Bioenergy,Others,76.82883205138774
World,Coal,Huaneng Power International Inc,75.8031421978022
World,Coal,NTPC Ltd,62.8792
World,Coal,China Energy Investment Corp,61.33545066933067
World,Coal,China Shenhua Energy Co Ltd,56.46280630869131
World,Coal,Eskom Holdings SOC Ltd,44.531800000000004
World,Coal,China Resources Power Holdings Co Ltd,42.86216315684315
World,Coal,GD POWER Development Co Ltd,41.664594720279716
World,Coal,China Huadian Corp Ltd,40.05495147499207
World,Coal,Datang International Power Generation Co Ltd,39.36522023976024
World,Coal,China Datang Corp Ltd,38.963211572079004
World,Coal,Huadian Power International Co Ltd,38.0314027245509
World,Coal,Korea Electric Power Corp,35.688451190612724
World,Coal,State Power Investment Corp Ltd,35.540597252747254
World,Coal,Zhejiang Zheneng Electric Power Co Ltd,33.407786073926076
World,Coal,China Huaneng Group Co Ltd,25.958717552447553
World,Coal,Beijing Jingneng Power Co Ltd,20.80166844155844
World,Coal,PT PLN (Persero),19.44597802197802
World,Coal,Guangdong Electric Power Development Co Ltd,18.60405
World,Coal,Adani Power Ltd,17.886
World,Coal,An Hui Wenergy Co Ltd,15.880536463536464
World,Coal,Others,1428.5349600427346
World,Geothermal,Energy Development CORP (EDC),1.194
World,Geothermal,Calpine Corp,1.163
World,Geothermal,Ormat Technology Inc,1.02466
World,Geothermal,Comision Federal De Electricidad,0.915
World,Geothermal,Contact Energy Ltd,0.7795
World,Geothermal,Pertamina Geothermal Energy,0.725
World,Geothermal,AboitizPower Corp,0.692
World,Geothermal,Kenya Electricity Generating Company PLC,0.6345
World,Geothermal,Star Energy Geothermal,0.629525
World,Geothermal,Orkuveita Reykjavikur,0.423
World,Geothermal,Enel Green Power,0.4
World,Geothermal,CalEnergy Operating Corp,0.381
World,Geothermal,Sarulla Operations Ltd,0.33
World,Geothermal,Zorlu Enerji,0.306
World,Geothermal,Atlantica Sustainable Infrastructure,0.27
World,Geothermal,Mogan Enerji Yatirim Holding,0.258
World,Geothermal,HS Orka,0.2486
World,Geothermal,KS Orka Renewables Pte Ltd,0.22640000000000002
World,Geothermal,Tohoku Electric Power Co Inc,0.2041
World,Geothermal,Mighty River Power,0.204
World,Geothermal,Others,4.527115
World,Hydropower,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005
World,Hydropower,Hydro Quebec,36.791
World,Hydropower,State Grid Xinyuan Co Ltd,30.372
World,Hydropower,PJSC RusHydro,27.991
World,Hydropower,Corporación Eléctrica Nacional SA,16.01
World,Hydropower,En+ Generatsiya JSC,15.002
World,Hydropower,Eletrobras Furnas,14.95548
World,Hydropower,US Bureau of Reclamation,14.739
World,Hydropower,Itaipú Binational,14.0
World,Hydropower,EDF Energy Ltd,13.986
World,Hydropower,Elektrik Üretim AS (EÜAŞ),13.58
World,Hydropower,BC Hydro,13.1
World,Hydropower,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835
World,Hydropower,Enel SpA,12.0224
World,Hydropower,China Huaneng Group Co Ltd,11.952
World,Hydropower,Comisión Federal de Electricidad EPE,11.577
World,Hydropower,Vietnam Electricity (EVN),11.447
World,Hydropower,Statkraft,11.27567
World,Hydropower,Norte Energia SA,11.233
World,Hydropower,Companhia Hidro Elétrica do São Francisco SA (CHESF),11.14712
World,Hydropower,Others,894.22108
World,Nuclear,Electricité de France SA,65.69
World,Nuclear,Rosatom,28.576
World,Nuclear,Korea Hydro & Nuclear Power Co,27.071
World,Nuclear,China National Nuclear Power Co Ltd,23.573
World,Nuclear,Exelon Corp,18.845
World,Nuclear,Ontario Power Generation Inc,13.924
World,Nuclear,"SE NNEGC ""Energoatom""",13.835
World,Nuclear,CGNPC Nuclear Power Investment Co Ltd,8.886
World,Nuclear,Tennessee Valley Authority,8.624
World,Nuclear,China General Nuclear Power Co Ltd,8.496
World,Nuclear,Nuclear Power Corporation Of India Ltd,8.24
World,Nuclear,Georgia Power Co,6.79
World,Nuclear,Kansai Electric Power Co,6.578
World,Nuclear,EDF Energy Ltd,6.534
World,Nuclear,Emirates Nuclear Energy Corp,5.668
World,Nuclear,Duke Energy Corp,5.112
World,Nuclear,PSEG Power Inc,5.106
World,Nuclear,Guangxi Fangchenggang CGN Nuclear Power Industry Investment Co Ltd,4.532
World,Nuclear,CGN Ninghe Investment Co Ltd,4.356
World,Nuclear,Arizona Public Service Co,4.242
World,Nuclear,Others,126.658
World,Oil and gas,Saudi Electricity Co,64.49975
World,Oil and gas,Egyptian Electricity Holding Co,51.3113
World,Oil and gas,Constellation Energy Corp,33.7769024
World,Oil and gas,Ministry of Electricity (Iraq),28.936
World,Oil and gas,NextEra Energy Inc,28.2269
World,Oil and gas,Vistra Corp,27.55816
World,Oil and gas,Chubu Electric Power Co Inc,27.21341098334998
World,Oil and gas,Tokyo Electric Power Co,26.844160983349983
World,Oil and gas,Southern Co,25.3291505
World,Oil and gas,Duke Energy Corp,24.820249500000003
World,Oil and gas,Comisión Federal de Electricidad EPE,24.804299999999998
World,Oil and gas,Korea Electric Power Corp,24.41771
World,Oil and gas,Inter RAO PJSC,24.05045
World,Oil and gas,Sonelgaz SpA,22.736099999999997
World,Oil and gas,ENGIE SA,22.726212888888888
World,Oil and gas,Entergy Corp,20.5835
World,Oil and gas,Ministry of Electricity and Water and Renewable Energy (Kuwait),18.7035
World,Oil and gas,PT PLN (Persero),18.5435
World,Oil and gas,Taiwan Power Co,16.47185
World,Oil and gas,RWE AG,15.73518
World,Oil and gas,Others,1647.5462825951263
World,Utility-scale solar,NextEra Energy Inc,12.8972
World,Utility-scale solar,Tianjin China Green Power Investment Co Ltd,10.390031452922077
World,Utility-scale solar,Adani Group,8.400053084415584
World,Utility-scale solar,China Three Gorges Renewables (Group) Co Ltd,6.648344547483767
World,Utility-scale solar,ACWA Power Co,5.791209069124424
World,Utility-scale solar,ReNew Power,5.600667613636364
World,Utility-scale solar,China Nuclear Huineng Co Ltd,5.3959863920454545
World,Utility-scale solar,Huadian New Energy Group Co Ltd,5.293055355174514
World,Utility-scale solar,Florida Power & Light Co,5.052
World,Utility-scale solar,Enel Green Power SpA,4.984998244384148
World,Utility-scale solar,China Three Gorges New Energy (Group) Co Ltd,4.685908537743507
World,Utility-scale solar,ENGIE SA,4.601840777505861
World,Utility-scale solar,China Huaneng Group Co Ltd,4.4802497562905845
World,Utility-scale solar,China Power International Development Co Ltd,3.7431498599837663
World,Utility-scale solar,Water and Electricity Holding CO (Badeel),3.73190625
World,Utility-scale solar,Duke Energy Corp,3.718644117647059
World,Utility-scale solar,NTPC Ltd,3.6377877499999998
World,Utility-scale solar,Huaneng Power International Inc,3.579625812195617
World,Utility-scale solar,Dubai Electricity and Water Authority PJSC,3.552832857142857
World,Utility-scale solar,State Power Investment Corp Ltd,3.4748638315746754
World,Utility-scale solar,Others,751.658161181815
World,Wind,NextEra Energy Inc,25.1384
World,Wind,EDF Renewables,11.940388666666665
World,Wind,Enel Green Power SpA,11.635043333333336
World,Wind,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,9.451709999999999
World,Wind,Ørsted A/S,8.33651
World,Wind,Avangrid Renewables,8.0938
World,Wind,China Longyuan Power Group Corp Ltd,8.0109
World,Wind,Iberdrola Renovables Energia SA,7.80076
World,Wind,MidAmerican Energy Co,7.4865
World,Wind,Acciona Energía SAU,6.65575
World,Wind,ENGIE SA,5.871616666666667
World,Wind,China Guangdong Nuclear Wind Energy Ltd,5.7200299999999995
World,Wind,RWE Renewables,5.61995
World,Wind,Vattenfall AB,5.287846666666666
World,Wind,AES Corp,4.9355
World,Wind,Pattern Energy,4.860399999999999
World,Wind,Invenergy LLC,4.74406
World,Wind,Xcel Energy Inc,4.4685
World,Wind,RWE AG,4.27764
World,Wind,Xinjiang Huadian Tianshan Power Generation Co Ltd,4.2
World,Wind,Others,717.5917473333334
BRICS,Bioenergy,Unknown,11.911937759967577
BRICS,Bioenergy,Suzano SA,1.6085
BRICS,Bioenergy,Raizen SA,1.2485
BRICS,Bioenergy,natural person(s),1.106883148851149
BRICS,Bioenergy,Chongqing Sanfeng Environment Group Corp Ltd,0.9256
BRICS,Bioenergy,Kaidi Ecological and Environmental Technology Co Ltd,0.84
BRICS,Bioenergy,Klabin SA,0.785
BRICS,Bioenergy,State Power Investment Corp Ltd,0.7346541458541459
BRICS,Bioenergy,Dynagreen Environmental Protection Group Co Ltd,0.639
BRICS,Bioenergy,Royal Golden Eagle Pte Ltd,0.569
BRICS,Bioenergy,China Energy Conservation and Environmental Protection Group Co Ltd,0.567
BRICS,Bioenergy,Nine Dragons Global Investments Ltd,0.54
BRICS,Bioenergy,Asia Pacific Resources International Holdings Ltd,0.535
BRICS,Bioenergy,Guangdong Chant Group Inc,0.529
BRICS,Bioenergy,Guangzhou Yongxing Environmental Protection Energy Co Ltd,0.524
BRICS,Bioenergy,Shanghai Kangheng Environment Co Ltd,0.46775
BRICS,Bioenergy,BP PLC,0.422
BRICS,Bioenergy,Everbright Green Energy (Anhui) Holdings Co Ltd,0.415
BRICS,Bioenergy,Grandblue Environment Co Ltd,0.3993
BRICS,Bioenergy,China Everbright Environment (Group) Co Ltd,0.39806
BRICS,Bioenergy,China Everbright International Co Ltd,0.387
BRICS,Bioenergy,Others,33.86968994532713
BRICS,Coal,Huaneng Power International Inc,75.2751421978022
BRICS,Coal,NTPC Ltd,62.219199999999994
BRICS,Coal,China Energy Investment Corp,61.33545066933067
BRICS,Coal,China Shenhua Energy Co Ltd,56.46280630869131
BRICS,Coal,Eskom Holdings SOC Ltd,44.531800000000004
BRICS,Coal,China Resources Power Holdings Co Ltd,42.86216315684315
BRICS,Coal,GD POWER Development Co Ltd,41.664594720279716
BRICS,Coal,China Huadian Corp Ltd,39.70495147499207
BRICS,Coal,Datang International Power Generation Co Ltd,39.36522023976024
BRICS,Coal,China Datang Corp Ltd,38.963211572079004
BRICS,Coal,Huadian Power International Co Ltd,38.0314027245509
BRICS,Coal,State Power Investment Corp Ltd,34.847597252747256
BRICS,Coal,Zhejiang Zheneng Electric Power Co Ltd,33.407786073926076
BRICS,Coal,China Huaneng Group Co Ltd,25.386717552447553
BRICS,Coal,Unknown,22.515690114710974
BRICS,Coal,Beijing Jingneng Power Co Ltd,20.80166844155844
BRICS,Coal,PT PLN (Persero),19.44597802197802
BRICS,Coal,Guangdong Electric Power Development Co Ltd,18.60405
BRICS,Coal,Adani Power Ltd,17.886
BRICS,Coal,An Hui Wenergy Co Ltd,15.880536463536464
BRICS,Coal,Shaanxi Coal and Chemical Industry Co Ltd,14.1556144005994
BRICS,Coal,Others,897.6270550141666
BRICS,Geothermal,Pertamina Geothermal Energy,0.725
BRICS,Geothermal,Star Energy Geothermal,0.629525
BRICS,Geothermal,Sarulla Operations Ltd,0.33
BRICS,Geothermal,KS Orka Renewables Pte Ltd,0.223
BRICS,Geothermal,PT Geo Dipa Energi (GDE),0.12
BRICS,Geothermal,Electricity Generating PCL,0.091125
BRICS,Geothermal,Star Energy Group PLC,0.091125
BRICS,Geothermal,RusHydro PJSC,0.074
BRICS,Geothermal,AC Energy and Infrastructure Corp,0.064125
BRICS,Geothermal,ENGIE SA,0.04897
BRICS,Geothermal,PT Supreme Energy,0.04825
BRICS,Geothermal,INPEX Corp,0.028050000000000002
BRICS,Geothermal,Unknown,0.026
BRICS,Geothermal,Marubeni Corp,0.02457
BRICS,Geothermal,PT Medco Power Indonesia,0.01734
BRICS,Geothermal,Ormat Technology Inc,0.01666
BRICS,Geothermal,Sumitomo Corp,0.015300000000000001
BRICS,Geothermal,Xizang Huadian Geothermal Development Co Ltd,0.0144
BRICS,Geothermal,Tohoku Electric Power Co Inc,0.0091
BRICS,Geothermal,Thermal Power Plants Holding Co,0.005
BRICS,Hydropower,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005
BRICS,Hydropower,State Grid Xinyuan Co Ltd,30.372
BRICS,Hydropower,PJSC RusHydro,27.991
BRICS,Hydropower,Unknown,23.570800000000002
BRICS,Hydropower,En+ Generatsiya JSC,15.002
BRICS,Hydropower,Eletrobras Furnas,14.95548
BRICS,Hydropower,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835
BRICS,Hydropower,China Huaneng Group Co Ltd,11.952
BRICS,Hydropower,Norte Energia SA,11.233
BRICS,Hydropower,Companhia Hidro Elétrica do São Francisco SA (CHESF),11.14712
BRICS,Hydropower,Iran Water and Power Resources Development Co,11.014
BRICS,Hydropower,publicly traded shares,10.226299999999998
BRICS,Hydropower,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation Co Ltd,10.182
BRICS,Hydropower,State Development Investment Corporation Power Shareholding Co Ltd,9.424
BRICS,Hydropower,Ethiopian Electric Power Corp,9.201
BRICS,Hydropower,Eletrobras Eletronorte,9.16112
BRICS,Hydropower,Sichuan Chuantou Energy Shareholding Co Ltd,9.01
BRICS,Hydropower,State Energy Investment Dadu River Valley Hydropower Development Co Ltd,8.822
BRICS,Hydropower,Yunnan Province Energy Investment Group Co Ltd,8.375350000000001
BRICS,Hydropower,Engie Brasil Energia SA,8.1889
BRICS,Hydropower,Itaipú Binational,7.0
BRICS,Hydropower,Others,306.9841799999999
BRICS,Nuclear,Rosatom,28.576
BRICS,Nuclear,China National Nuclear Power Co Ltd,23.573
BRICS,Nuclear,CGNPC Nuclear Power Investment Co Ltd,8.886
BRICS,Nuclear,China General Nuclear Power Co Ltd,8.496
BRICS,Nuclear,Nuclear Power Corporation Of India Ltd,8.24
BRICS,Nuclear,Emirates Nuclear Energy Corp,5.668
BRICS,Nuclear,Guangxi Fangchenggang CGN Nuclear Power Industry Investment Co Ltd,4.532
BRICS,Nuclear,CGN Ninghe Investment Co Ltd,4.356
BRICS,Nuclear,Taishan Nuclear Power Industry Investment Co Ltd,3.5
BRICS,Nuclear,State Power Investment Nuclear Energy Co Ltd,2.5
BRICS,Nuclear,Guandong Nuclear Power Joint Venture Co Ltd,2.01
BRICS,Nuclear,Eletrobras Eletronuclear SA,1.99
BRICS,Nuclear,Eskom,1.94
BRICS,Nuclear,State Nuclear Power Technology Co Ltd,1.534
BRICS,Nuclear,Huaneng Nuclear Power Development Co Ltd,1.3
BRICS,Nuclear,Nuclear Power Production And Development CO Of Iran,1.0
BRICS,Nuclear,China Huaneng Group Co Ltd,0.211
BRICS,Oil and gas,Egyptian Electricity Holding Co,51.3113
BRICS,Oil and gas,Inter RAO PJSC,23.14045
BRICS,Oil and gas,PT PLN (Persero),18.5435
BRICS,Oil and gas,T Plus PJSC,13.5499
BRICS,Oil and gas,Thermal Power Plants Holding Co,12.529
BRICS,Oil and gas,OGK-2 PJSC,12.239
BRICS,Oil and gas,Mosenergo PJSC,12.229
BRICS,Oil and gas,Dubai Electricity and Water Authority PJSC,11.913477222777223
BRICS,Oil and gas,"Iranian Electricity Production, Transmission and Distribution Management JSC",10.0194
BRICS,Oil and gas,Huaneng Power International Inc,9.45172168
BRICS,Oil and gas,Guangdong Electric Power Development Co Ltd,9.03035
BRICS,Oil and gas,Unipro PJSC,8.92
BRICS,Oil and gas,Huadian Power International Co Ltd,8.121159977622378
BRICS,Oil and gas,Shenzhen Energy Group Co Ltd,7.329775
BRICS,Oil and gas,NTPC Ltd,6.236020000000001
BRICS,Oil and gas,Abu Dhabi National Energy Company PJSC,6.23305
BRICS,Oil and gas,China Huadian Corp Ltd,6.024227257317533
BRICS,Oil and gas,Datang International Power Generation Co Ltd,6.00604
BRICS,Oil and gas,Petróleo Brasileiro SA,5.973412000000001
BRICS,Oil and gas,EL5-Energo PJSC,5.585
BRICS,Oil and gas,Unknown,4.741739370839141
BRICS,Oil and gas,Others,306.1394676914437
BRICS,Utility-scale solar,Unknown,140.54481143706832
BRICS,Utility-scale solar,Tianjin China Green Power Investment Co Ltd,10.390031452922077
BRICS,Utility-scale solar,Adani Group,8.316622727272726
BRICS,Utility-scale solar,China Three Gorges Renewables (Group) Co Ltd,6.648344547483767
BRICS,Utility-scale solar,ReNew Power,5.600667613636364
BRICS,Utility-scale solar,China Nuclear Huineng Co Ltd,5.3959863920454545
BRICS,Utility-scale solar,Huadian New Energy Group Co Ltd,5.293055355174514
BRICS,Utility-scale solar,China Three Gorges New Energy (Group) Co Ltd,4.685908537743507
BRICS,Utility-scale solar,China Huaneng Group Co Ltd,4.4802497562905845
BRICS,Utility-scale solar,China Power International Development Co Ltd,3.7431498599837663
BRICS,Utility-scale solar,NTPC Ltd,3.6377877499999998
BRICS,Utility-scale solar,Huaneng Power International Inc,3.579625812195617
BRICS,Utility-scale solar,Dubai Electricity and Water Authority PJSC,3.552832857142857
BRICS,Utility-scale solar,State Power Investment Corp Ltd,3.4748638315746754
BRICS,Utility-scale solar,China Resources Power New Energy Investment Co Ltd,3.4007278003246757
BRICS,Utility-scale solar,Huaneng Renewables Corp Ltd,3.381602440340909
BRICS,Utility-scale solar,CECEP Solar Energy Technology Co Ltd,3.1610267386363637
BRICS,Utility-scale solar,Huaneng Lancangjiang New Energy Co Ltd,3.1122420954545453
BRICS,Utility-scale solar,Inner Mongolia Energy Group Co Ltd,3.0837341720779223
BRICS,Utility-scale solar,Ningxia Longyuan New Energy Co Ltd,3.0
BRICS,Utility-scale solar,Ningxia Power Investment Yongli (Zhongwei) New Energy Co Ltd,3.0
BRICS,Utility-scale solar,Others,480.2489443631596
BRICS,Wind,Unknown,201.51912833333333
BRICS,Wind,China Longyuan Power Group Corp Ltd,8.0109
BRICS,Wind,China Guangdong Nuclear Wind Energy Ltd,5.7200299999999995
BRICS,Wind,Xinjiang Huadian Tianshan Power Generation Co Ltd,4.2
BRICS,Wind,Huaneng Renewables Corp Ltd,4.0874
BRICS,Wind,ReNew Power,3.9055
BRICS,Wind,China Resources Power New Energy Investment Co Ltd,3.8448146666666667
BRICS,Wind,Huadian New Energy Group Co Ltd,3.65935
BRICS,Wind,Huaneng New Energy Co Ltd,3.2982
BRICS,Wind,Greenko Energy Holdings,2.95
BRICS,Wind,Enel Green Power Brasil Participações Ltda,2.9004000000000003
BRICS,Wind,Inner Mongolia Energy Group Co Ltd,2.794
BRICS,Wind,Adani Green Energy,2.7232
BRICS,Wind,China Three Gorges Renewables (Group) Co Ltd,2.602
BRICS,Wind,Inner Mongolia Huifeng Energy Co Ltd,2.5
BRICS,Wind,Yunnan Energy Investment Co Ltd,2.4043
BRICS,Wind,EDF Renewables,2.352832
BRICS,Wind,Qinghai Yellow River Upstream Hydropower Development CO LTD Gonghe Windpower Branch,2.35
BRICS,Wind,China Energy Investment Group,2.239
BRICS,Wind,AES Corp,2.0453
BRICS,Wind,China Guangdong Nuclear (Xing'an Leauge) New Energy LTD Keyouzhong Banner Branch Co,2.0
BRICS,Wind,Others,360.82401
EU27,Bioenergy,Ørsted A/S,1.402
EU27,Bioenergy,Stora Enso Oyj,0.9217653636363636
EU27,Bioenergy,Unknown,0.5945288333333333
EU27,Bioenergy,RWE AG,0.538
EU27,Bioenergy,UPM-Kymmene Oyj,0.4138773636363636
EU27,Bioenergy,E.ON SE,0.36475
EU27,Bioenergy,Metsäliitto Cooperative,0.35735666666666666
EU27,Bioenergy,Mälarenergi AB,0.356
EU27,Bioenergy,Södra Skogsägarna Ek For,0.3311
EU27,Bioenergy,Veolia Environnement SA,0.319089
EU27,Bioenergy,Metsä Board Oyj,0.3134766666666667
EU27,Bioenergy,ENEA SA,0.28
EU27,Bioenergy,A2A SpA,0.2767
EU27,Bioenergy,Alva-yhtiot Oy,0.27
EU27,Bioenergy,Beijing Enterprises Ltd,0.2614458
EU27,Bioenergy,Energetický a průmyslový holding AS,0.2435
EU27,Bioenergy,Ence Energía y Celulosa SA,0.22307
EU27,Bioenergy,HOFOR Forsyning Holding P/S,0.218
EU27,Bioenergy,Lahti Energia Oy,0.21363322077922078
EU27,Bioenergy,small shareholder(s),0.20039186363636363
EU27,Bioenergy,Mercer International Inc,0.197
EU27,Bioenergy,Others,9.251358021645023
EU27,Coal,PGE Polska Grupa Energetyczna SA,12.609399999999999
EU27,Coal,RWE AG,7.0648
EU27,Coal,ENEA SA,5.761
EU27,Coal,EnBW Energie Baden-Württemberg AG,5.590752
EU27,Coal,TAURON Polska Energia SA,4.4235
EU27,Coal,CEZ AS,2.997
EU27,Coal,Unknown,2.910485
EU27,Coal,EP Investment S.à r.l.,2.6144002
EU27,Coal,ResInvest Holding AS,2.456
EU27,Coal,Energetický a průmyslový holding AS,2.406834
EU27,Coal,Uniper SE,2.393
EU27,Coal,Sev.en Energy AG,2.2556
EU27,Coal,Bulgarian Energy Holding EAD,1.72458
EU27,Coal,Asterion Industrial Partners SGEIC SA,1.6269
EU27,Coal,E.ON SE,1.6
EU27,Coal,ORLEN SA,1.59855
EU27,Coal,Ministry of Energy (Romania),1.2738
EU27,Coal,Electricité de France SA,1.26
EU27,Coal,Veolia Environnement SA,0.991015
EU27,Coal,MVM Zrt,0.884
EU27,Coal,small shareholder(s),0.8352
EU27,Coal,Others,13.266631799999999
EU27,Geothermal,Enel Green Power,0.4
EU27,Geothermal,Unknown,0.37139999999999995
EU27,Geothermal,Enel SpA,0.057
EU27,Geothermal,Enel Green Power SpA,0.052
EU27,Geothermal,Geoeon doo,0.0175
EU27,Geothermal,EDA Renováveis SA,0.01
EU27,Geothermal,Stadtwerke München GmbH,0.0056
EU27,Geothermal,Süddeutsche Geothermie-Projekte GmbH & Co KG,0.0055
EU27,Geothermal,Swm Services GmbH,0.005
EU27,Geothermal,Daldrup & Söhne AG,0.0045
EU27,Geothermal,Silenos Energy Garching ad Alz,0.0043
EU27,Geothermal,Equitix Holdings Ltd,0.0040999999999999995
EU27,Geothermal,Geothermie Holzkirchen GmbH,0.0034
EU27,Geothermal,KS Orka Renewables Pte Ltd,0.0034
EU27,Hydropower,EDF Energy Ltd,13.702
EU27,Hydropower,Enel SpA,12.0224
EU27,Hydropower,Vattenfall AB,10.90308
EU27,Hydropower,Iberdrola SA,10.324
EU27,Hydropower,Verbund Hydro Power GmbH,7.215
EU27,Hydropower,EDP SA,5.182
EU27,Hydropower,Electricité de France SA,3.861
EU27,Hydropower,Public Power Corporation SA,3.049
EU27,Hydropower,Fortum Oyj,2.97774
EU27,Hydropower,SC Hidroelectrica,2.7885
EU27,Hydropower,Natsionalna Elektricheska Kompania (NEK),2.63
EU27,Hydropower,ENGIE SA,2.4692
EU27,Hydropower,Compagnie Nationale du Rhône (CNR),2.45429
EU27,Hydropower,Uniper SE,2.37178
EU27,Hydropower,Illwerke vkw,2.34
EU27,Hydropower,A2A SpA,2.313
EU27,Hydropower,Unknown,1.94422
EU27,Hydropower,ČEZ Group,1.774
EU27,Hydropower,PGE Energia Odnawialna SA,1.618
EU27,Hydropower,Naturgy,1.586
EU27,Hydropower,HEP Generation Ltd,1.569
EU27,Hydropower,Others,29.252219999999998
EU27,Nuclear,Electricité de France SA,65.69
EU27,Nuclear,CEZ AS,4.164
EU27,Nuclear,Teollisuuden Voima Oyj,3.56
EU27,Nuclear,Forsmark Kraftgrupp AB,3.446
EU27,Nuclear,Slovenské Elektrárne AŞ,2.471
EU27,Nuclear,Ringhals AB,2.288
EU27,Nuclear,Engie Electrabel,2.098
EU27,Nuclear,Bulgarian Energy Holding EAD,2.08
EU27,Nuclear,MVM Hungarian Electricity Ltd,2.027
EU27,Nuclear,Iberdrola,2.021166666666667
EU27,Nuclear,Endesa,1.7546666666666668
EU27,Nuclear,Oskarshamns Kraftgrupp AB,1.45
EU27,Nuclear,Iberdrola SA,1.102
EU27,Nuclear,Societes Reunies D'Energie Du Bassin De L'Escaut SA,1.09
EU27,Nuclear,Fortum Power And Heat OY (Former IVO),1.062
EU27,Nuclear,Endesa SA,1.033
EU27,Nuclear,Gas Natural,0.9641666666666667
EU27,Nuclear,Indivision Doel,0.908
EU27,Nuclear,Comertului Si Mediului De Afaceri,0.7055
EU27,Nuclear,Ministerul Economiei,0.7055
EU27,Nuclear,Others,1.775
EU27,Oil and gas,ENGIE SA,12.310674666666666
EU27,Oil and gas,Endesa SA,7.8036
EU27,Oil and gas,RWE AG,7.594
EU27,Oil and gas,Enel SpA,7.521
EU27,Oil and gas,Energetický a průmyslový holding AS,7.282001
EU27,Oil and gas,Edison SpA,6.888
EU27,Oil and gas,A2A SpA,6.804
EU27,Oil and gas,Naturgy Energy Group SA,6.5139
EU27,Oil and gas,Iberdrola SA,5.7933
EU27,Oil and gas,Uniper SE,5.585492
EU27,Oil and gas,Eni SpA,4.7257370000000005
EU27,Oil and gas,Electricité de France SA,4.628666666666667
EU27,Oil and gas,TotalEnergies SE,3.9166999999999996
EU27,Oil and gas,Vattenfall AB,3.776
EU27,Oil and gas,Public Power Corporation SA,3.583
EU27,Oil and gas,Unknown,3.2454149466666666
EU27,Oil and gas,EDP SA,3.1608666666666667
EU27,Oil and gas,Iren SpA,2.523
EU27,Oil and gas,Government of Ireland,2.5007205
EU27,Oil and gas,PGE Polska Grupa Energetyczna SA,2.303
EU27,Oil and gas,Repsol SA,2.216
EU27,Oil and gas,Others,89.23887175333334
EU27,Utility-scale solar,Unknown,84.76500933503678
EU27,Utility-scale solar,Iberdrola SA,2.2508750592139237
EU27,Utility-scale solar,Solaria Energía y Medio Ambiente SA,1.549700754636234
EU27,Utility-scale solar,Endesa SA,1.3126217118402284
EU27,Utility-scale solar,Encavis AG,1.213499603876085
EU27,Utility-scale solar,European Energy A/S,0.8505890275544361
EU27,Utility-scale solar,Amazon,0.8472238873038517
EU27,Utility-scale solar,Naturgy Energy Group SA,0.7318697888730384
EU27,Utility-scale solar,Neoen SA,0.7201899999999999
EU27,Utility-scale solar,ENGIE SA,0.670726418920002
EU27,Utility-scale solar,Iberdrola Renovables SA,0.6663853209700428
EU27,Utility-scale solar,Sonnedix,0.5885353007150388
EU27,Utility-scale solar,Abengoa SA,0.527
EU27,Utility-scale solar,EnBW Energie Baden-Württemberg AG,0.5179109999999999
EU27,Utility-scale solar,Bruc Iberia Energy Investment Partners,0.5138002353780314
EU27,Utility-scale solar,Acciona SA,0.5077930756062767
EU27,Utility-scale solar,Sunterra Re,0.45390351931330475
EU27,Utility-scale solar,Enerparc AG,0.439731
EU27,Utility-scale solar,China Three Gorges Corp,0.42978
EU27,Utility-scale solar,Signal Iduna,0.42112900000000003
EU27,Utility-scale solar,Repsol SA,0.42081152182596293
EU27,Utility-scale solar,Others,30.31454174912814
EU27,Wind,Unknown,40.50705333333334
EU27,Wind,Iberdrola Renovables Energia SA,7.05776
EU27,Wind,Acciona Energía SAU,4.43245
EU27,Wind,Vattenfall AB,4.082246666666666
EU27,Wind,RWE AG,2.81716
EU27,Wind,ENGIE SA,2.4696
EU27,Wind,EDF Renewables,2.4667
EU27,Wind,WPD AG,2.4138999999999995
