Country,Type,Age Category,Capacity (MW),Capacity %
EU27,Utility-scale solar,50+ years,0.0,0.0
EU27,Wind,0-9 years,83.2055,10.930147640523073
EU27,Wind,10-19 years,72.3955,9.510110551700166
EU27,Wind,20-29 years,20.7135,2.7209933616404527
EU27,Wind,30-39 years,0.1651,0.021688078017082515
EU27,Wind,40-49 years,0.0,0.0
EU27,Wind,50+ years,0.023,0.0030213555081338456
EU27,Hydropower,0-9 years,3.355,0.4407238143386544
EU27,Hydropower,10-19 years,3.667,0.48170915862290486
EU27,Hydropower,20-29 years,3.626,0.4763232640214489
EU27,Hydropower,30-39 years,11.021,1.4477547415279612
EU27,Hydropower,40-49 years,18.526,2.4336361801603315
EU27,Hydropower,50+ years,70.284,9.232736979725182
EU27,Nuclear,0-9 years,3.841,0.5045663698583522
EU27,Nuclear,10-19 years,0.705,0.09261111448845048
EU27,Nuclear,20-29 years,10.112,1.3283455173151932
EU27,Nuclear,30-39 years,34.36,4.513642402586041
EU27,Nuclear,40-49 years,50.945,6.692302450516468
EU27,Nuclear,50+ years,2.432,0.31947550416441356
EU27,Bioenergy,0-9 years,3.569966,0.46896245382393703
EU27,Bioenergy,10-19 years,5.012729,0.6584885380405333
EU27,Bioenergy,20-29 years,3.682505,0.483745946325236
EU27,Bioenergy,30-39 years,1.8088899999999999,0.2376217289177492
EU27,Bioenergy,40-49 years,1.6897,0.2219645392214678
EU27,Bioenergy,50+ years,1.6750999999999998,0.22004663529021756
EU27,Geothermal,0-9 years,0.0395,0.005188849677012474
EU27,Geothermal,10-19 years,0.09759999999999999,0.012821056417124492
EU27,Geothermal,20-29 years,0.458,0.06016438359675223
EU27,Geothermal,30-39 years,0.278,0.03651899266353083
EU27,Geothermal,40-49 years,0.02,0.0026272656592468222
EU27,Geothermal,50+ years,0.0,0.0
Ecuador,Oil and gas,0-9 years,0.32302,4.680876444627559
Ecuador,Oil and gas,10-19 years,0.392,5.680464263184952
Ecuador,Oil and gas,20-29 years,0.48460000000000003,7.022329035559764
Ecuador,Oil and gas,30-39 years,0.0,0.0
Ecuador,Oil and gas,40-49 years,0.2785,4.035738003308697
Ecuador,Oil and gas,50+ years,0.0,0.0
Ecuador,Utility-scale solar,0-9 years,0.026,0.3767654868438999
Ecuador,Utility-scale solar,10-19 years,0.0037244,0.05397020689236233
Ecuador,Utility-scale solar,20-29 years,0.0,0.0
Ecuador,Utility-scale solar,30-39 years,0.0,0.0
Ecuador,Utility-scale solar,40-49 years,0.0,0.0
Ecuador,Utility-scale solar,50+ years,0.0,0.0
Ecuador,Wind,0-9 years,0.05,0.7245490131613459
Ecuador,Wind,10-19 years,0.016,0.23185568421163066
Ecuador,Wind,20-29 years,0.0,0.0
Ecuador,Wind,30-39 years,0.0,0.0
Ecuador,Wind,40-49 years,0.0,0.0
Ecuador,Wind,50+ years,0.0,0.0
Ecuador,Hydropower,0-9 years,2.925,42.38611726993874
Ecuador,Hydropower,10-19 years,0.651,9.433628151360724
Ecuador,Hydropower,20-29 years,0.0,0.0
Ecuador,Hydropower,30-39 years,0.388,5.622500342132044
Ecuador,Hydropower,40-49 years,1.172,16.98342886850195
Ecuador,Hydropower,50+ years,0.118,1.7099356710607763
Ecuador,Bioenergy,0-9 years,0.0,0.0
Ecuador,Bioenergy,10-19 years,0.073,1.057841559215565
Ecuador,Bioenergy,20-29 years,0.0,0.0
Ecuador,Bioenergy,30-39 years,0.0,0.0
Ecuador,Bioenergy,40-49 years,0.0,0.0
Ecuador,Bioenergy,50+ years,0.0,0.0
Egypt,Oil and gas,0-9 years,24.4217,40.800468855304075
Egypt,Oil and gas,10-19 years,16.47,27.515845418085476
Egypt,Oil and gas,20-29 years,5.1698,8.637001678349625
Egypt,Oil and gas,30-39 years,4.223,7.055216466337279
Egypt,Oil and gas,40-49 years,1.79,2.990489574886036
Egypt,Oil and gas,50+ years,0.0,0.0
Egypt,Utility-scale solar,0-9 years,3.06957,5.128221834850798
Egypt,Utility-scale solar,10-19 years,0.03435,0.057387327875606325
Egypt,Utility-scale solar,20-29 years,0.0,0.0
Egypt,Utility-scale solar,30-39 years,0.0,0.0
Egypt,Utility-scale solar,40-49 years,0.0,0.0
Egypt,Utility-scale solar,50+ years,0.0,0.0
Egypt,Wind,0-9 years,1.347,2.2503851717159162
Egypt,Wind,10-19 years,0.285,0.47613940158800006
Egypt,Wind,20-29 years,0.14,0.23389303937656147
Egypt,Wind,30-39 years,0.0,0.0
Egypt,Wind,40-49 years,0.0,0.0
Egypt,Wind,50+ years,0.0,0.0
Egypt,Hydropower,0-9 years,0.0,0.0
Egypt,Hydropower,10-19 years,0.128,0.21384506457285618
Egypt,Hydropower,20-29 years,0.0,0.0
Egypt,Hydropower,30-39 years,0.086,0.14367715275988774
Egypt,Hydropower,40-49 years,0.27,0.4510794330833685
Egypt,Hydropower,50+ years,2.422,4.046349581214513
El Salvador,Oil and gas,0-9 years,0.378,15.323637411215941
El Salvador,Oil and gas,10-19 years,0.1756,7.118599813252696
El Salvador,Oil and gas,20-29 years,0.232,9.404983807942058
El Salvador,Oil and gas,30-39 years,0.1439,5.833522284322682
El Salvador,Oil and gas,40-49 years,0.0,0.0
El Salvador,Oil and gas,50+ years,0.0,0.0
El Salvador,Utility-scale solar,0-9 years,0.46951485,19.033532594130794
El Salvador,Utility-scale solar,10-19 years,0.00456239,0.18495346584274472
El Salvador,Utility-scale solar,20-29 years,0.0,0.0
El Salvador,Utility-scale solar,30-39 years,0.0,0.0
El Salvador,Utility-scale solar,40-49 years,0.0,0.0
El Salvador,Utility-scale solar,50+ years,0.0,0.0
El Salvador,Wind,0-9 years,0.054,2.1890910587451344
El Salvador,Wind,10-19 years,0.0,0.0
El Salvador,Wind,20-29 years,0.0,0.0
El Salvador,Wind,30-39 years,0.0,0.0
El Salvador,Wind,40-49 years,0.0,0.0
El Salvador,Wind,50+ years,0.0,0.0
El Salvador,Hydropower,0-9 years,0.067,2.7160944617763705
El Salvador,Hydropower,10-19 years,0.0,0.0
El Salvador,Hydropower,20-29 years,0.0,0.0
El Salvador,Hydropower,30-39 years,0.0,0.0
El Salvador,Hydropower,40-49 years,0.353,14.310169328463562
El Salvador,Hydropower,50+ years,0.179,7.256431472507019
El Salvador,Bioenergy,0-9 years,0.047,1.9053199955744688
El Salvador,Bioenergy,10-19 years,0.107,4.337643394180173
El Salvador,Bioenergy,20-29 years,0.045,1.8242425489542784
El Salvador,Bioenergy,30-39 years,0.0,0.0
El Salvador,Bioenergy,40-49 years,0.0,0.0
El Salvador,Bioenergy,50+ years,0.0,0.0
El Salvador,Geothermal,0-9 years,0.006,0.24323233986057047
El Salvador,Geothermal,10-19 years,0.0448,1.8161348042922594
El Salvador,Geothermal,20-29 years,0.0562,2.2782762500273437
El Salvador,Geothermal,30-39 years,0.0092,0.37295625445287467
El Salvador,Geothermal,40-49 years,0.065,2.6350170151561803
El Salvador,Geothermal,50+ years,0.03,1.2161616993028523
Equatorial Guinea,Hydropower,0-9 years,0.0,0.0
Equatorial Guinea,Hydropower,10-19 years,0.12,100.0
Equatorial Guinea,Hydropower,20-29 years,0.0,0.0
Equatorial Guinea,Hydropower,30-39 years,0.0,0.0
Equatorial Guinea,Hydropower,40-49 years,0.0,0.0
Equatorial Guinea,Hydropower,50+ years,0.0,0.0
Eritrea,Oil and gas,0-9 years,0.0,0.0
Eritrea,Oil and gas,10-19 years,0.0,0.0
Eritrea,Oil and gas,20-29 years,0.088,90.62821833161689
Eritrea,Oil and gas,30-39 years,0.0,0.0
Eritrea,Oil and gas,40-49 years,0.0,0.0
Eritrea,Oil and gas,50+ years,0.0,0.0
Eritrea,Utility-scale solar,0-9 years,0.0091,9.37178166838311
Eritrea,Utility-scale solar,10-19 years,0.0,0.0
Eritrea,Utility-scale solar,20-29 years,0.0,0.0
Eritrea,Utility-scale solar,30-39 years,0.0,0.0
Eritrea,Utility-scale solar,40-49 years,0.0,0.0
Eritrea,Utility-scale solar,50+ years,0.0,0.0
Estonia,Oil and gas,0-9 years,0.0,0.0
Estonia,Oil and gas,10-19 years,0.2511,18.461211597378167
Estonia,Oil and gas,20-29 years,0.0,0.0
Estonia,Oil and gas,30-39 years,0.0,0.0
Estonia,Oil and gas,40-49 years,0.207,15.21891995482788
Estonia,Oil and gas,50+ years,0.0,0.0
Estonia,Utility-scale solar,0-9 years,0.10904908163265306,8.017435963839798
Estonia,Utility-scale solar,10-19 years,0.0,0.0
Estonia,Utility-scale solar,20-29 years,0.0,0.0
Estonia,Utility-scale solar,30-39 years,0.0,0.0
Estonia,Utility-scale solar,40-49 years,0.0,0.0
Estonia,Utility-scale solar,50+ years,0.0,0.0
Estonia,Wind,0-9 years,0.429,31.54066019623749
Estonia,Wind,10-19 years,0.241,17.71864593774647
Estonia,Wind,20-29 years,0.018,1.3233843438980766
Estonia,Wind,30-39 years,0.0,0.0
Estonia,Wind,40-49 years,0.0,0.0
Estonia,Wind,50+ years,0.0,0.0
Estonia,Bioenergy,0-9 years,0.031,2.2791619256022426
Estonia,Bioenergy,10-19 years,0.074,5.44058008046987
Estonia,Bioenergy,20-29 years,0.0,0.0
Estonia,Bioenergy,30-39 years,0.0,0.0
Estonia,Bioenergy,40-49 years,0.0,0.0
Estonia,Bioenergy,50+ years,0.0,0.0
Eswatini,Utility-scale solar,0-9 years,0.01244461942257218,33.234733359502044
Eswatini,Utility-scale solar,10-19 years,0.0,0.0
Eswatini,Utility-scale solar,20-29 years,0.0,0.0
Eswatini,Utility-scale solar,30-39 years,0.0,0.0
Eswatini,Utility-scale solar,40-49 years,0.0,0.0
Eswatini,Utility-scale solar,50+ years,0.0,0.0
Eswatini,Bioenergy,0-9 years,0.025,66.76526664049794
Eswatini,Bioenergy,10-19 years,0.0,0.0
Eswatini,Bioenergy,20-29 years,0.0,0.0
Eswatini,Bioenergy,30-39 years,0.0,0.0
Eswatini,Bioenergy,40-49 years,0.0,0.0
Eswatini,Bioenergy,50+ years,0.0,0.0
Ethiopia,Wind,0-9 years,0.24,4.316546762589928
Ethiopia,Wind,10-19 years,0.324,5.827338129496403
Ethiopia,Wind,20-29 years,0.0,0.0
Ethiopia,Wind,30-39 years,0.0,0.0
Ethiopia,Wind,40-49 years,0.0,0.0
Ethiopia,Wind,50+ years,0.0,0.0
Ethiopia,Hydropower,0-9 years,1.004,18.057553956834532
Ethiopia,Hydropower,10-19 years,3.147,56.600719424460436
Ethiopia,Hydropower,20-29 years,0.257,4.622302158273381
Ethiopia,Hydropower,30-39 years,0.153,2.7517985611510793
Ethiopia,Hydropower,40-49 years,0.0,0.0
Ethiopia,Hydropower,50+ years,0.198,3.5611510791366907
Ethiopia,Bioenergy,0-9 years,0.206,3.7050359712230216
Ethiopia,Bioenergy,10-19 years,0.031,0.5575539568345323
Ethiopia,Bioenergy,20-29 years,0.0,0.0
Ethiopia,Bioenergy,30-39 years,0.0,0.0
Ethiopia,Bioenergy,40-49 years,0.0,0.0
Ethiopia,Bioenergy,50+ years,0.0,0.0
Faroe Islands,Wind,0-9 years,0.025,67.56756756756756
Faroe Islands,Wind,10-19 years,0.012,32.432432432432435
Faroe Islands,Wind,20-29 years,0.0,0.0
Faroe Islands,Wind,30-39 years,0.0,0.0
Faroe Islands,Wind,40-49 years,0.0,0.0
Faroe Islands,Wind,50+ years,0.0,0.0
Fiji,Wind,0-9 years,0.0,0.0
Fiji,Wind,10-19 years,0.01,7.936507936507936
Fiji,Wind,20-29 years,0.0,0.0
Fiji,Wind,30-39 years,0.0,0.0
Fiji,Wind,40-49 years,0.0,0.0
Fiji,Wind,50+ years,0.0,0.0
Fiji,Hydropower,0-9 years,0.0,0.0
Fiji,Hydropower,10-19 years,0.0,0.0
Fiji,Hydropower,20-29 years,0.0,0.0
Fiji,Hydropower,30-39 years,0.0,0.0
Fiji,Hydropower,40-49 years,0.08,63.49206349206349
Fiji,Hydropower,50+ years,0.0,0.0
Fiji,Bioenergy,0-9 years,0.012,9.523809523809524
Fiji,Bioenergy,10-19 years,0.024,19.047619047619047
Fiji,Bioenergy,20-29 years,0.0,0.0
Fiji,Bioenergy,30-39 years,0.0,0.0
Fiji,Bioenergy,40-49 years,0.0,0.0
Fiji,Bioenergy,50+ years,0.0,0.0
Finland,Coal,0-9 years,0.0,0.0
Finland,Coal,10-19 years,0.0,0.0
Finland,Coal,20-29 years,0.0,0.0
Finland,Coal,30-39 years,0.614,2.9361665906323853
Finland,Coal,40-49 years,0.3692,1.7655255786017534
Finland,Coal,50+ years,0.0,0.0
Finland,Oil and gas,0-9 years,0.156,0.7459967233528536
Finland,Oil and gas,10-19 years,0.554,2.649244773958211
Finland,Oil and gas,20-29 years,0.637,3.0461532870241523
Finland,Oil and gas,30-39 years,0.4,1.9128121111611631
Finland,Oil and gas,40-49 years,0.0,0.0
Finland,Oil and gas,50+ years,0.564,2.69706507673724
Finland,Utility-scale solar,0-9 years,0.027919999999999997,0.1335142853590492
Finland,Utility-scale solar,10-19 years,0.0,0.0
Finland,Utility-scale solar,20-29 years,0.0,0.0
Finland,Utility-scale solar,30-39 years,0.0,0.0
Finland,Utility-scale solar,40-49 years,0.0,0.0
Finland,Utility-scale solar,50+ years,0.0,0.0
Finland,Wind,0-9 years,6.5866999999999996,31.49779883146308
Finland,Wind,10-19 years,0.8025,3.8375792980170833
Finland,Wind,20-29 years,0.0115,0.054993348195883446
Finland,Wind,30-39 years,0.0,0.0
Finland,Wind,40-49 years,0.0,0.0
Finland,Wind,50+ years,0.0,0.0
Finland,Hydropower,0-9 years,0.0,0.0
Finland,Hydropower,10-19 years,0.0,0.0
Finland,Hydropower,20-29 years,0.0,0.0
Finland,Hydropower,30-39 years,0.0,0.0
Finland,Hydropower,40-49 years,0.134,0.6407920572389897
Finland,Hydropower,50+ years,1.915,9.157587982184069
Finland,Nuclear,0-9 years,1.72,8.225092077993
Finland,Nuclear,10-19 years,0.0,0.0
Finland,Nuclear,20-29 years,0.0,0.0
Finland,Nuclear,30-39 years,0.0,0.0
Finland,Nuclear,40-49 years,2.902,13.877451866474239
Finland,Nuclear,50+ years,0.0,0.0
Finland,Bioenergy,0-9 years,0.909,4.346865522613743
Finland,Bioenergy,10-19 years,0.9828,4.699779357122978
Finland,Bioenergy,20-29 years,0.817,3.906918737046676
Finland,Bioenergy,30-39 years,0.492,2.3527588967282305
Finland,Bioenergy,40-49 years,0.183,0.8751115408562321
Finland,Bioenergy,50+ years,0.134,0.6407920572389897
France,Coal,0-9 years,0.0,0.0
France,Coal,10-19 years,0.0,0.0
France,Coal,20-29 years,0.0,0.0
France,Coal,30-39 years,0.0,0.0
France,Coal,40-49 years,1.907,1.4452473461636135
France,Coal,50+ years,0.0,0.0
France,Oil and gas,0-9 years,1.1055,0.8378190567298766
France,Oil and gas,10-19 years,6.551,4.96476946235859
France,Oil and gas,20-29 years,2.5543,1.935812950343848
France,Oil and gas,30-39 years,0.37589999999999996,0.28488121521914117
France,Oil and gas,40-49 years,0.595,0.45092929783290503
France,Oil and gas,50+ years,0.266,0.20159192138412227
France,Utility-scale solar,0-9 years,7.976955,6.045449944528876
France,Utility-scale solar,10-19 years,2.7449380000000003,2.0802906973695108
France,Utility-scale solar,20-29 years,0.0,0.0
France,Utility-scale solar,30-39 years,0.0,0.0
France,Utility-scale solar,40-49 years,0.0,0.0
France,Utility-scale solar,50+ years,0.0,0.0
France,Wind,0-9 years,11.9553,9.060495856103747
France,Wind,10-19 years,9.2393,7.002136237760605
France,Wind,20-29 years,0.567,0.42970909558194487
France,Wind,30-39 years,0.0,0.0
France,Wind,40-49 years,0.0,0.0
France,Wind,50+ years,0.023,0.017430880420431626
France,Hydropower,0-9 years,0.097,0.07351284351225511
France,Hydropower,10-19 years,0.055,0.04168254013581476
France,Hydropower,20-29 years,0.0,0.0
France,Hydropower,30-39 years,2.546,1.9295226761051703
France,Hydropower,40-49 years,3.856,2.922324995703667
France,Hydropower,50+ years,12.947,9.812069947970793
France,Nuclear,0-9 years,1.65,1.2504762040744426
France,Nuclear,10-19 years,0.0,0.0
France,Nuclear,20-29 years,6.242,4.730589373231922
France,Nuclear,30-39 years,26.588,20.150097766018956
France,Nuclear,40-49 years,31.21,23.652946866159606
France,Nuclear,50+ years,0.0,0.0
France,Bioenergy,0-9 years,0.371,0.28116767982522317
France,Bioenergy,10-19 years,0.197639,0.14978355545276895
France,Bioenergy,20-29 years,0.09090000000000001,0.0688898708790102
France,Bioenergy,30-39 years,0.1603,0.12148565788674738
France,Bioenergy,40-49 years,0.012,0.009094372393268673
France,Bioenergy,50+ years,0.064,0.04850331943076626
France,Geothermal,0-9 years,0.0,0.0
France,Geothermal,10-19 years,0.0017,0.0012883694223797288
France,Geothermal,20-29 years,0.0,0.0
France,Geothermal,30-39 years,0.0,0.0
France,Geothermal,40-49 years,0.0,0.0
France,Geothermal,50+ years,0.0,0.0
French Guiana,Utility-scale solar,0-9 years,0.0056555,3.67465750086904
French Guiana,Utility-scale solar,10-19 years,0.02175,14.132048562267109
French Guiana,Utility-scale solar,20-29 years,0.0,0.0
French Guiana,Utility-scale solar,30-39 years,0.0,0.0
French Guiana,Utility-scale solar,40-49 years,0.0,0.0
French Guiana,Utility-scale solar,50+ years,0.0,0.0
French Guiana,Hydropower,0-9 years,0.0,0.0
French Guiana,Hydropower,10-19 years,0.0,0.0
French Guiana,Hydropower,20-29 years,0.0,0.0
French Guiana,Hydropower,30-39 years,0.116,75.37092566542456
French Guiana,Hydropower,40-49 years,0.0,0.0
French Guiana,Hydropower,50+ years,0.0,0.0
French Guiana,Bioenergy,0-9 years,0.0105,6.822368271439292
French Guiana,Bioenergy,10-19 years,0.0,0.0
French Guiana,Bioenergy,20-29 years,0.0,0.0
French Guiana,Bioenergy,30-39 years,0.0,0.0
French Guiana,Bioenergy,40-49 years,0.0,0.0
French Guiana,Bioenergy,50+ years,0.0,0.0
G20,Coal,0-9 years,527.7933,7.9540209292738755
G20,Coal,10-19 years,809.3503000000001,12.197178754095757
G20,Coal,20-29 years,247.1958,3.725323089225647
G20,Coal,30-39 years,143.2741,2.159188436122395
G20,Coal,40-49 years,154.9844,2.3356665598274056
G20,Coal,50+ years,115.8857,1.7464361203591505
G20,Oil and gas,0-9 years,357.35828999999995,5.385508527504086
G20,Oil and gas,10-19 years,416.96126,6.283745149353743
G20,Oil and gas,20-29 years,435.6208,6.564950635839879
G20,Oil and gas,30-39 years,110.6304,1.6672369979193375
G20,Oil and gas,40-49 years,88.8447,1.3389192383743003
G20,Oil and gas,50+ years,116.2788,1.7523602683680355
G20,Utility-scale solar,0-9 years,691.667442922826,10.42365887764301
G20,Utility-scale solar,10-19 years,84.5283818917651,1.273870885978951
G20,Utility-scale solar,20-29 years,0.3647171224489796,0.005496408584996676
G20,Utility-scale solar,30-39 years,0.08,0.0012056266616910633
G20,Utility-scale solar,40-49 years,0.005,7.535166635569145e-05
G20,Utility-scale solar,50+ years,0.0,0.0
G20,Wind,0-9 years,572.0880999999999,8.62155832745229
G20,Wind,10-19 years,298.9855,4.505811128237918
G20,Wind,20-29 years,28.9025,0.43557030736907454
G20,Wind,30-39 years,0.7289,0.010984765921332702
G20,Wind,40-49 years,0.14909999999999998,0.002246986690726719
G20,Wind,50+ years,0.023,0.0003466176652361807
G20,Hydropower,0-9 years,145.032,2.185680574979729
G20,Hydropower,10-19 years,222.675,3.355786461150719
G20,Hydropower,20-29 years,76.348,1.1505898045848664
G20,Hydropower,30-39 years,83.286,1.2551477768200239
G20,Hydropower,40-49 years,132.022,1.9896155391222197
G20,Hydropower,50+ years,293.953,4.429969676050914
G20,Nuclear,0-9 years,60.013,0.9044159106008223
G20,Nuclear,10-19 years,29.73,0.44804100815094144
G20,Nuclear,20-29 years,31.207,0.4702998903924127
G20,Nuclear,30-39 years,101.642,1.5317788143450382
G20,Nuclear,40-49 years,114.199,1.7210169892307219
G20,Nuclear,50+ years,34.581,0.5211471948492333
G20,Bioenergy,0-9 years,46.119006,0.6950287905536265
G20,Bioenergy,10-19 years,25.445179,0.3834673276737694
G20,Bioenergy,20-29 years,8.493345,0.12799753973675607
G20,Bioenergy,30-39 years,8.30799,0.12520417811328421
G20,Bioenergy,40-49 years,4.8801000000000005,0.07354473339648199
G20,Bioenergy,50+ years,5.998600000000001,0.09040090116025017
G20,Geothermal,0-9 years,2.5172600000000003,0.037935947130105584
G20,Geothermal,10-19 years,2.0761,0.03128751890421021
G20,Geothermal,20-29 years,1.32225,0.019926748167762607
G20,Geothermal,30-39 years,2.0048,0.03021300414197805
G20,Geothermal,40-49 years,1.622,0.024444080565786307
G20,Geothermal,50+ years,0.3782,0.005699600043144502
G7,Coal,0-9 years,12.4645,0.6049782665257345
G7,Coal,10-19 years,34.4496,1.672049363432544
G7,Coal,20-29 years,31.2233,1.515457331558664
G7,Coal,30-39 years,35.536199999999994,1.724788693883574
G7,Coal,40-49 years,89.0343,4.321378031636424
G7,Coal,50+ years,79.3232,3.850039073470588
G7,Oil and gas,0-9 years,140.80275,6.834016897352992
G7,Oil and gas,10-19 years,174.94026000000002,8.490918628132802
G7,Oil and gas,20-29 years,318.6235,15.464743287284879
G7,Oil and gas,30-39 years,57.9919,2.8147008812654932
G7,Oil and gas,40-49 years,41.7883,2.028241268808003
G7,Oil and gas,50+ years,80.5633,3.91022869586367
G7,Utility-scale solar,0-9 years,159.77837062235176,7.755019590630728
G7,Utility-scale solar,10-19 years,40.19533540907694,1.9509249739824177
G7,Utility-scale solar,20-29 years,0.095161,0.0046187441791371835
G7,Utility-scale solar,30-39 years,0.08,0.0038828883085610137
G7,Utility-scale solar,40-49 years,0.0,0.0
G7,Utility-scale solar,50+ years,0.0,0.0
G7,Wind,0-9 years,151.2514,7.341153658918567
G7,Wind,10-19 years,111.442,5.408960486033207
G7,Wind,20-29 years,15.7321,0.7635748394889091
G7,Wind,30-39 years,0.5327999999999999,0.025860036135016355
G7,Wind,40-49 years,0.14909999999999998,0.007236733085080589
G7,Wind,50+ years,0.023,0.0011163303887112915
G7,Hydropower,0-9 years,2.861,0.1388617931349133
G7,Hydropower,10-19 years,7.618,0.36974803918272253
G7,Hydropower,20-29 years,7.037,0.3415485628417982
G7,Hydropower,30-39 years,23.383,1.1349197164885274
G7,Hydropower,40-49 years,44.727,2.170874317212606
G7,Hydropower,50+ years,165.258,8.020979451202201
G7,Nuclear,0-9 years,7.013,0.3403836963492299
G7,Nuclear,10-19 years,0.0,0.0
G7,Nuclear,20-29 years,8.632,0.4189636484937334
G7,Nuclear,30-39 years,75.661,3.672290153925436
G7,Nuclear,40-49 years,80.797,3.9215715833350533
G7,Nuclear,50+ years,30.478,1.4792833733540325
G7,Bioenergy,0-9 years,5.694196,0.2763740884381861
G7,Bioenergy,10-19 years,5.529528999999999,0.26838179382436345
G7,Bioenergy,20-29 years,2.244945,0.10896088367328134
G7,Bioenergy,30-39 years,5.6472,0.27409308570132196
G7,Bioenergy,40-49 years,2.5461,0.12357777403033997
G7,Bioenergy,50+ years,4.0643,0.19726528690605663
G7,Geothermal,0-9 years,0.43689999999999996,0.021205423775128837
G7,Geothermal,10-19 years,0.7546,0.03662534397050177
G7,Geothermal,20-29 years,0.6938,0.03367434885599539
G7,Geothermal,30-39 years,1.2848,0.06235918623548988
G7,Geothermal,40-49 years,1.562,0.0758133942246538
G7,Geothermal,50+ years,0.3782,0.018356354478722192
Gabon,Oil and gas,0-9 years,0.0,0.0
Gabon,Oil and gas,10-19 years,0.225,44.031311154598825
Gabon,Oil and gas,20-29 years,0.0,0.0
Gabon,Oil and gas,30-39 years,0.0,0.0
Gabon,Oil and gas,40-49 years,0.0,0.0
Gabon,Oil and gas,50+ years,0.0,0.0
Gabon,Hydropower,0-9 years,0.0,0.0
Gabon,Hydropower,10-19 years,0.16,31.31115459882583
Gabon,Hydropower,20-29 years,0.0,0.0
Gabon,Hydropower,30-39 years,0.0,0.0
Gabon,Hydropower,40-49 years,0.126,24.65753424657534
Gabon,Hydropower,50+ years,0.0,0.0
Georgia,Oil and gas,0-9 years,0.255,6.285587517562671
Georgia,Oil and gas,10-19 years,0.3412,8.410362592126994
Georgia,Oil and gas,20-29 years,0.0,0.0
Georgia,Oil and gas,30-39 years,0.3,7.3948088441913775
Georgia,Oil and gas,40-49 years,0.0,0.0
Georgia,Oil and gas,50+ years,0.272,6.704626685400182
Georgia,Wind,0-9 years,0.0207,0.510241810249205
Georgia,Wind,10-19 years,0.0,0.0
Georgia,Wind,20-29 years,0.0,0.0
Georgia,Wind,30-39 years,0.0,0.0
Georgia,Wind,40-49 years,0.0,0.0
Georgia,Wind,50+ years,0.0,0.0
Georgia,Hydropower,0-9 years,0.431,10.623875372821612
Georgia,Hydropower,10-19 years,0.085,2.095195839187557
Georgia,Hydropower,20-29 years,0.0,0.0
Georgia,Hydropower,30-39 years,0.046,1.133870689442678
Georgia,Hydropower,40-49 years,1.568,38.650200892306934
Georgia,Hydropower,50+ years,0.738,18.19122975671079
Germany,Coal,0-9 years,1.1,0.761399146384342
Germany,Coal,10-19 years,7.127,4.933174287528369
Germany,Coal,20-29 years,6.715,4.647995698155325
Germany,Coal,30-39 years,3.7874,2.621566479105507
Germany,Coal,40-49 years,5.588,3.8679076636324576
Germany,Coal,50+ years,4.652699999999999,3.2205107348931166
Germany,Oil and gas,0-9 years,7.62005,5.274454150369096
Germany,Oil and gas,10-19 years,8.72096,6.0364831815018105
Germany,Oil and gas,20-29 years,7.103800000000001,4.917115687350082
Germany,Oil and gas,30-39 years,1.9158,1.326080440584657
Germany,Oil and gas,40-49 years,3.0304,2.097585430184646
Germany,Oil and gas,50+ years,5.402699999999999,3.7396465165188046
Germany,Utility-scale solar,0-9 years,17.056719777777776,11.806338071742658
Germany,Utility-scale solar,10-19 years,9.103852037037036,6.3015137907357754
Germany,Utility-scale solar,20-29 years,0.08726099999999999,0.06040040992058552
Germany,Utility-scale solar,30-39 years,0.0,0.0
Germany,Utility-scale solar,40-49 years,0.0,0.0
Germany,Utility-scale solar,50+ years,0.0,0.0
Germany,Wind,0-9 years,21.488,14.873586234097038
Germany,Wind,10-19 years,17.542,12.142239841703754
Germany,Wind,20-29 years,7.324,5.069533952835383
Germany,Wind,30-39 years,0.077,0.05329794024690395
Germany,Wind,40-49 years,0.0,0.0
Germany,Wind,50+ years,0.0,0.0
Germany,Hydropower,0-9 years,0.0,0.0
Germany,Hydropower,10-19 years,0.14,0.09690534590346173
Germany,Hydropower,20-29 years,1.06,0.7337119046976388
Germany,Hydropower,30-39 years,0.154,0.1065958804938079
Germany,Hydropower,40-49 years,2.12,1.4674238093952776
Germany,Hydropower,50+ years,3.332,2.306347232502389
Germany,Bioenergy,0-9 years,0.134966,0.09342090653719011
Germany,Bioenergy,10-19 years,0.87236,0.6038310539453134
Germany,Bioenergy,20-29 years,0.721605,0.49948130093333926
Germany,Bioenergy,30-39 years,0.2047,0.14168945933170438
Germany,Bioenergy,40-49 years,0.1172,0.0811236181420408
Germany,Bioenergy,50+ years,0.1525,0.10555760893055652
Germany,Geothermal,0-9 years,0.0,0.0
Germany,Geothermal,10-19 years,0.0189,0.013082221696967333
Germany,Geothermal,20-29 years,0.0,0.0
Germany,Geothermal,30-39 years,0.0,0.0
Germany,Geothermal,40-49 years,0.0,0.0
Germany,Geothermal,50+ years,0.0,0.0
Ghana,Oil and gas,0-9 years,2.347,42.75554745120132
Ghana,Oil and gas,10-19 years,0.952,17.342684777820054
Ghana,Oil and gas,20-29 years,0.33,6.011644933488043
Ghana,Oil and gas,30-39 years,0.0,0.0
Ghana,Oil and gas,40-49 years,0.0,0.0
Ghana,Oil and gas,50+ years,0.0,0.0
Ghana,Utility-scale solar,0-9 years,0.276346154855643,5.034227156747965
Ghana,Utility-scale solar,10-19 years,0.0,0.0
